marriage_id,clan_id,spouse_a_id,spouse_b_id,marry_year,divorce_year
2359,1,5136,5137,1986,
2360,1,5138,5139,1991,
2361,1,5140,5141,1988,
2362,1,5143,5142,1992,
2363,1,5145,5144,1984,
2364,1,5147,5148,1987,
2365,1,5150,5151,1986,
2366,1,5153,5152,1991,2022
2367,1,5154,5155,1982,
2368,1,5159,5158,1971,
2369,1,5161,5162,1984,
2370,1,5163,5164,1986,2007
2371,1,5165,5166,1989,2013
2372,1,5168,5167,1996,2026
2373,1,5169,5170,1967,
2374,1,5172,5171,1973,
2375,1,5173,5174,1980,
2376,1,5176,5175,1979,
2377,1,5178,5177,1974,
2378,1,5180,5179,1964,
2379,1,5181,5182,1976,
2380,1,5185,5184,1986,
2381,1,5186,5187,1972,
2382,1,5188,5189,1980,
2383,1,5191,5190,1973,
2384,1,5192,5193,1981,
2385,1,5195,5196,1984,
2386,1,5197,5198,1991,
2387,1,5200,5201,1978,
2388,1,5203,5202,1975,
2389,1,5206,5205,1987,
2390,1,5207,5208,1982,
2391,1,5210,5209,1994,
2392,1,5212,5211,1987,1999
2393,1,5213,5214,1994,
2394,1,5217,5216,1984,
2395,1,5218,5219,1972,
2396,1,5221,5220,1986,
2397,1,5222,5223,1983,
2398,1,5224,5225,1986,
2399,1,5227,5226,1984,
2400,1,5229,5228,1979,
2401,1,5230,5231,1989,
2402,1,5233,5232,1984,
2403,1,5234,5235,1984,
2404,1,5237,5236,1988,
2405,1,5238,5239,1995,
2406,1,5242,5241,1984,
2407,1,5243,5244,1984,
2408,1,5245,5246,1976,
2409,1,5248,5247,1986,
2410,1,5250,5249,1982,2007
2411,1,5251,5252,1986,
2412,1,5254,5253,1991,
2413,1,5257,5256,1985,
2414,1,5259,5258,1982,
2415,1,5260,5261,1985,
2416,1,5263,5262,1991,
2417,1,5265,5264,1994,
2418,1,5266,5267,1991,
2419,1,5268,5269,1987,
2420,1,5273,5274,1985,
2421,1,5276,5275,1973,
2422,1,5278,5277,1984,
2423,1,5280,5279,1977,2009
2424,1,5282,5281,1984,
2425,1,5283,5284,1985,
2426,1,5286,5285,1975,
2427,1,5287,5288,1987,
2428,1,5289,5290,1989,
2429,1,5291,5292,1989,
2430,1,5294,5293,2004,2036
2431,1,5296,5297,2002,
2432,1,5298,5299,1991,
2433,1,5303,5302,1987,2005
2434,1,5305,5304,1994,
2435,1,5307,5308,1992,
2436,1,5310,5309,1993,2024
2437,1,5311,5312,1999,
2438,1,5313,5314,2002,
2439,1,5316,5317,1980,
2440,1,5318,5319,1990,
2441,1,5320,5321,1983,
2442,1,5322,5323,1963,
2443,1,5324,5325,1967,1985
2444,1,5326,5327,1959,
2445,1,5328,5329,1968,
2446,1,5331,5330,1968,
2447,1,5333,5332,1962,
2448,1,5334,5335,1960,
2449,1,5337,5336,1971,
2450,1,5339,5338,1965,
2451,1,5340,5341,1973,
2452,1,5345,5344,1981,
2453,1,5347,5346,1972,
2454,1,5349,5348,1970,1980
2455,1,5351,5350,1972,
2456,1,5353,5352,1982,
2457,1,5355,5354,1988,
2458,1,5357,5356,1974,
2459,1,5359,5358,1969,1993
2460,1,5361,5360,1984,
2461,1,5366,5365,1978,
2462,1,5369,5368,1986,1992
2463,1,5372,5371,1980,
2464,1,5374,5375,2006,
2465,1,5377,5376,2000,
2466,1,5378,5379,2001,
2467,1,5381,5380,2003,
2468,1,5383,5382,2002,
2469,1,5385,5384,1992,
2470,1,5386,5387,1989,1998
2471,1,5388,5389,1996,
2472,1,5391,5392,1993,
2473,1,5394,5393,1989,
2474,1,5395,5396,1984,
2475,1,5398,5397,1984,
2476,1,5399,5400,1985,
2477,1,5402,5401,1978,
2478,1,5403,5404,1985,1991
2479,1,5406,5405,1986,2016
2480,1,5407,5408,1984,
2481,1,5410,5409,1981,
2482,1,5411,5412,1990,
2483,1,5414,5413,1985,
2484,1,5416,5415,1979,
2485,1,5418,5417,1978,
2486,1,5421,5420,1988,
2487,1,5423,5422,1999,2033
2488,1,5424,5425,1985,
2489,1,5426,5427,1994,
2490,1,5429,5428,1990,
2491,1,5430,5431,1986,
2492,1,5432,5433,1979,
2493,1,5435,5434,1985,
2494,1,5437,5436,1974,
2495,1,5438,5439,1980,
2496,1,5441,5440,1985,
2497,1,5443,5442,1979,
2498,1,5445,5444,1978,
2499,1,5447,5446,1983,1989
2500,1,5448,5449,1975,
2501,1,5450,5451,1990,
2502,1,5453,5452,1997,
2503,1,5454,5455,1982,
2504,1,5456,5457,1969,2002
2505,1,5459,5460,1983,
2506,1,5462,5461,1991,
2507,1,5463,5464,1993,
2508,1,5465,5466,1992,
2509,1,5468,5467,1989,
2510,1,5470,5469,1982,
2511,1,5471,5472,1977,
2512,1,5476,5475,1988,
2513,1,5478,5477,1985,
2514,1,5480,5479,1977,
2515,1,5482,5483,1994,2002
2516,1,5485,5484,2003,
2517,1,5486,5487,2006,
2518,1,5489,5488,1999,
2519,1,5490,5491,2010,
2520,1,5493,5492,2010,
2521,1,5495,5494,2018,
2522,1,5497,5498,1988,
2523,1,5499,5500,2006,
2524,1,5503,5502,2014,
2525,1,5506,5505,2016,
2526,1,5507,5508,2010,
2527,1,5510,5509,2022,
2528,1,5513,5512,2018,
2529,1,5514,5515,2008,
2530,1,5516,5517,2008,
2531,1,5518,5519,2017,
2532,1,5520,5521,2002,
2533,1,5522,5523,2011,
2534,1,5525,5524,1999,
2535,1,5527,5526,1995,2022
2536,1,5529,5528,1984,
2537,1,5531,5530,1981,
2538,1,5533,5532,1993,2007
2539,1,5534,5535,1992,
2540,1,5537,5536,1985,
2541,1,5539,5540,1992,
2542,1,5541,5542,1995,
2543,1,5544,5543,1999,
2544,1,5548,5547,2001,
2545,1,5550,5549,1989,
2546,1,5551,5552,1987,
2547,1,5553,5554,1981,
2548,1,5558,5557,1995,2018
2549,1,5560,5559,1996,
2550,1,5562,5561,2007,
2551,1,5564,5563,1999,
2552,1,5566,5565,2006,
2553,1,5568,5567,2000,
2554,1,5569,5570,2011,
2555,1,5571,5572,1993,
2556,1,5574,5573,1976,
2557,1,5576,5577,1986,
2558,1,5579,5578,1989,
2559,1,5580,5581,1984,
2560,1,5583,5582,1981,
2561,1,5584,5585,1986,
2562,1,5586,5587,1980,
2563,1,5589,5588,1984,1995
2564,1,5590,5591,1984,2007
2565,1,5593,5592,1986,
2566,1,5595,5594,1999,
2567,1,5597,5596,2007,
2568,1,5598,5599,1997,
2569,1,5600,5601,2004,
2570,1,5603,5602,2016,
2571,1,5604,5605,2003,
2572,1,5607,5606,1995,
2573,1,5609,5608,1991,2016
2574,1,5611,5610,1986,
2575,1,5613,5612,1996,
2576,1,5615,5614,1996,
2577,1,5616,5617,1988,
2578,1,5618,5619,1991,2020
2579,1,5621,5620,2007,
2580,1,5623,5622,1991,
2581,1,5624,5625,2001,
2582,1,5627,5626,2002,
2583,1,5629,5628,1998,
2584,1,5631,5630,1997,
2585,1,5632,5633,1999,
2586,1,5635,5634,1985,
2587,1,5636,5637,2001,
2588,1,5639,5638,1994,
2589,1,5641,5640,1984,
2590,1,5643,5644,1982,
2591,1,5646,5645,1978,2008
2592,1,5647,5648,1981,
2593,1,5650,5649,1999,2010
2594,1,5651,5652,1995,
2595,1,5654,5653,2015,2024
2596,1,5655,5656,2001,
2597,1,5658,5657,1998,
2598,1,5660,5659,1989,
2599,1,5661,5662,1988,
2600,1,5664,5663,1994,
2601,1,5666,5665,1974,1988
2602,1,5668,5669,1988,
2603,1,5670,5671,1977,
2604,1,5673,5672,1982,
2605,1,5675,5674,1992,
2606,1,5677,5676,1999,
2607,1,5679,5678,2001,
2608,1,5681,5680,1995,
2609,1,5683,5684,1984,
2610,1,5685,5686,1985,
2611,1,5688,5689,1990,
2612,1,5691,5690,1987,1997
2613,1,5693,5692,1996,
2614,1,5697,5696,1991,
2615,1,5698,5699,1984,
2616,1,5703,5704,1989,
2617,1,5706,5705,1992,
2618,1,5708,5707,1984,
2619,1,5709,5710,1995,
2620,1,5711,5712,1990,
2621,1,5713,5714,1983,
2622,1,5716,5715,1995,
2623,1,5717,5718,1986,
2624,1,5719,5720,1984,2004
2625,1,5722,5721,1981,
2626,1,5723,5724,1981,
2627,1,5725,5726,1995,
2628,1,5728,5729,2000,
2629,1,5731,5730,2004,
2630,1,5733,5732,2000,
2631,1,5735,5734,2001,
2632,1,5736,5737,1987,
2633,1,5738,5739,1989,
2634,1,5740,5741,1977,
2635,1,5743,5742,1997,
2636,1,5745,5744,1991,1999
2637,1,5746,5747,2001,
2638,1,5748,5749,1985,
2639,1,5751,5750,1989,
2640,1,5753,5752,1983,
2641,1,5754,5755,1986,
2642,1,5756,5757,1983,
2643,1,5759,5758,1998,
2644,1,5760,5761,1999,
2645,1,5762,5763,2004,
2646,1,5764,5765,1985,
2647,1,5766,5767,1988,
2648,1,5768,5769,1984,
2649,1,5770,5771,1981,
2650,1,5772,5773,1983,
2651,1,5774,5775,1993,
2652,1,5777,5776,1999,
2653,1,5781,5780,2009,
2654,1,5783,5782,2001,
2655,1,5784,5785,1995,1999
2656,1,5786,5787,1995,
2657,1,5788,5789,2000,2004
2658,1,5791,5790,1993,
2659,1,5792,5793,1997,
2660,1,5795,5794,2000,
2661,1,5796,5797,2000,
2662,1,5799,5798,1995,2003
2663,1,5800,5801,1992,
2664,1,5802,5803,2017,
2665,1,5804,5805,2011,
2666,1,5810,5811,2018,
2667,1,5813,5812,2011,2018
2668,1,5815,5814,2013,
2669,1,5818,5817,2001,
2670,1,5819,5820,1999,2027
2671,1,5821,5822,2021,
2672,1,5823,5824,2011,
2673,1,5825,5826,1999,
2674,1,5828,5827,1996,
2675,1,5829,5830,2006,
2676,1,5832,5831,2002,
2677,1,5834,5833,2006,
2678,1,5835,5836,2009,
2679,1,5837,5838,2000,2032
2680,1,5840,5839,2006,
2681,1,5843,5842,2005,
2682,1,5844,5845,1996,
2683,1,5846,5847,2006,
2684,1,5848,5849,1999,
2685,1,5853,5852,2000,
2686,1,5855,5854,2002,
2687,1,5858,5857,2016,
2688,1,5861,5862,1977,1997
2689,1,5864,5863,1983,
2690,1,5865,5866,1976,
2691,1,5867,5868,1986,1991
2692,1,5870,5869,1983,
2693,1,5874,5873,1988,2020
2694,1,5875,5876,1987,
2695,1,5877,5878,1985,
2696,1,5879,5880,1989,
2697,1,5882,5881,1979,1994
2698,1,5883,5884,1971,
2699,1,5886,5885,1991,
2700,1,5888,5887,1985,
2701,1,5890,5889,1979,
2702,1,5891,5892,1980,2011
2703,1,5895,5894,1975,
2704,1,5900,5899,1980,
2705,1,5901,5902,1974,2008
2706,1,5903,5904,1962,
2707,1,5905,5906,1970,
2708,1,5908,5909,1984,
2709,1,5911,5910,1984,
2710,1,5912,5913,1979,
2711,1,5914,5915,1978,
2712,1,5916,5917,1996,
2713,1,5919,5918,1994,2026
2714,1,5921,5920,1993,
2715,1,5922,5923,1984,
2716,1,5925,5924,1982,
2717,1,5926,5927,1987,
2718,1,5929,5928,1988,2001
2719,1,5930,5931,1991,2025
2720,1,5932,5933,1991,2023
2721,1,5935,5936,1974,
2722,1,5939,5938,1998,
2723,1,5941,5940,1988,2022
2724,1,5944,5943,1994,
2725,1,5945,5946,1983,
2726,1,5948,5947,1999,
2727,1,5950,5951,1984,
2728,1,5953,5952,1988,
2729,1,5955,5954,1996,
2730,1,5957,5956,1989,
2731,1,5959,5958,1993,
2732,1,5961,5960,1989,
2733,1,5963,5962,1997,
2734,1,5965,5964,1994,2001
2735,1,5967,5966,1995,
2736,1,5970,5969,2001,
2737,1,5972,5971,1999,
2738,1,5973,5974,2005,
2739,1,5976,5975,2009,
2740,1,5978,5979,2013,
2741,1,5980,5981,1998,
2742,1,5983,5982,2015,
2743,1,5985,5984,2014,
2744,1,5987,5988,2002,
2745,1,5989,5990,2001,
2746,1,5993,5992,2000,
2747,1,5995,5994,1987,
2748,1,5997,5996,1990,
2749,1,5999,5998,1988,
2750,1,6000,6001,1999,
2751,1,6003,6002,1993,
2752,1,6004,6005,1996,
2753,1,6007,6006,1987,
2754,1,6008,6009,1993,
2755,1,6010,6011,1999,
2756,1,6013,6014,1988,
2757,1,6016,6015,1985,
2758,1,6018,6017,1979,
2759,1,6020,6019,1992,
2760,1,6021,6022,1978,
2761,1,6023,6024,1979,1985
2762,1,6025,6026,1985,
2763,1,6028,6027,1980,
2764,1,6029,6030,1975,
2765,1,6032,6031,1990,2008
2766,1,6037,6036,1986,2018
2767,1,6038,6039,1979,
2768,1,6040,6041,1979,
2769,1,6042,6043,1991,2003
2770,1,6044,6045,2004,
2771,1,6047,6046,1985,
2772,1,6050,6049,1984,
2773,1,6052,6053,1997,
2774,1,6054,6055,1979,
2775,1,6057,6058,1988,
2776,1,6059,6060,1993,
2777,1,6061,6062,2001,
2778,1,6065,6064,1987,
2779,1,6066,6067,1983,
2780,1,6068,6069,1986,
2781,1,6070,6071,1994,
2782,1,6072,6073,1995,
2783,1,6074,6075,1999,
2784,1,6076,6077,1999,
2785,1,6078,6079,1995,
2786,1,6082,6081,1991,
2787,1,6083,6084,2012,
2788,1,6088,6087,2007,
2789,1,6089,6090,2002,
2790,1,6094,6093,1985,
2791,1,6096,6097,1995,
2792,1,6098,6099,1985,
2793,1,6101,6100,1999,
2794,1,6103,6102,1989,
2795,1,6105,6106,1980,
2796,1,6107,6108,1974,
2797,1,6109,6110,1985,
2798,1,6111,6112,1982,
2799,1,6113,6114,1977,
2800,1,6116,6115,1979,
2801,1,6118,6117,1979,
2802,1,6120,6119,2012,
2803,1,6121,6122,2012,
2804,1,6124,6125,2002,
2805,1,6127,6126,2010,
2806,1,6129,6128,2000,
2807,1,6132,6131,1995,
2808,1,6133,6134,1982,
2809,1,6136,6135,2000,
2810,1,6139,6140,1998,
2811,1,6143,6144,1977,
2812,1,6146,6147,1982,
2813,1,6150,6149,1973,
2814,1,6151,6152,1975,2009
2815,1,6153,6154,1980,
2816,1,6156,6155,1993,
2817,1,6157,6158,1986,2017
2818,1,6159,6160,1976,
2819,1,6161,6162,1978,
2820,1,6166,6167,1990,
2821,1,6168,6169,1984,
2822,1,6171,6170,1985,
2823,1,6172,6173,1982,
2824,1,6175,6174,1990,
2825,1,6176,6177,1982,
2826,1,6179,6180,1988,
2827,1,6182,6181,1988,
2828,1,6184,6183,1993,
2829,1,6186,6187,1984,
2830,1,6188,6189,1998,
2831,1,6190,6191,1989,
2832,1,6192,6193,1999,2008
2833,1,6195,6194,1993,
2834,1,6197,6196,1987,
2835,1,6199,6198,1998,
2836,1,6201,6200,2023,2032
2837,1,6203,6202,2001,
2838,1,6204,6205,1999,
2839,1,6206,6207,2019,
2840,1,6208,6209,1994,
2841,1,6211,6210,2002,
2842,1,6212,6213,2003,2015
2843,1,6215,6214,2002,
2844,1,6218,6217,2009,
2845,1,6220,6219,1995,
2846,1,6221,6222,1997,
2847,1,6223,6224,1994,
2848,1,6225,6226,1992,
2849,1,6227,6228,1991,
2850,1,6229,6230,1996,
2851,1,6232,6231,1995,
2852,1,6233,6234,2006,2039
2853,1,6236,6235,2006,
2854,1,6238,6237,2011,2024
2855,1,6239,6240,2012,
2856,1,6242,6241,1996,2023
2857,1,6243,6244,1998,
2858,1,6245,6246,2004,
2859,1,6247,6248,2008,
2860,1,6250,6249,2013,
2861,1,6252,6251,1998,
2862,1,6253,6254,2005,
2863,1,6255,6256,2007,
2864,1,6258,6257,2017,
2865,1,6260,6259,2024,
2866,1,6262,6261,1974,
2867,1,6264,6263,1978,
2868,1,6266,6267,1974,
2869,1,6270,6269,1991,
2870,1,6272,6271,1997,
2871,1,6274,6273,1985,2017
2872,1,6275,6276,1985,
2873,1,6277,6278,1980,
2874,1,6281,6280,1986,
2875,1,6282,6283,1982,
2876,1,6285,6284,1984,
2877,1,6286,6287,1991,
2878,1,6289,6288,1984,
2879,1,6291,6292,1984,
2880,1,6293,6294,1981,
2881,1,6295,6296,1984,
2882,1,6298,6297,1988,
2883,1,6299,6300,1988,
2884,1,6301,6302,1982,
2885,1,6303,6304,1986,2020
2886,1,6306,6305,1984,
2887,1,6307,6308,1984,
2888,1,6309,6310,1975,
2889,1,6312,6311,1992,2019
2890,1,6313,6314,1981,
2891,1,6315,6316,2003,
2892,1,6317,6318,1997,
2893,1,6319,6320,2004,
2894,1,6321,6322,1992,
2895,1,6324,6323,1989,
2896,1,6327,6328,1994,2017
2897,1,6330,6329,1978,
2898,1,6332,6331,1981,
2899,1,6334,6333,1979,
2900,1,6336,6335,1986,
2901,1,6338,6337,1979,
2902,1,6339,6340,1970,
2903,1,6343,6342,1983,2005
2904,1,6344,6345,1973,
2905,1,6346,6347,1979,
2906,1,6350,6349,1988,
2907,1,6352,6351,1974,
2908,1,6355,6354,1998,
2909,1,6356,6357,1985,
2910,1,6358,6359,1992,
2911,1,6361,6362,1989,
2912,1,6363,6364,1987,1999
2913,1,6366,6365,1994,
2914,1,6368,6367,1986,
2915,1,6370,6369,2003,
2916,1,6372,6373,1995,
2917,1,6374,6375,1982,
2918,1,6377,6376,1993,
2919,1,6379,6380,1996,
2920,1,6382,6381,1989,
2921,1,6384,6385,1993,
2922,1,6388,6387,1986,2009
2923,1,6390,6389,1996,
2924,1,6391,6392,1996,
2925,1,6394,6395,1991,
2926,1,6396,6397,2001,
2927,1,6399,6398,1987,
2928,1,6402,6401,1985,
2929,1,6404,6403,1987,
2930,1,6408,6407,2011,
2931,1,6409,6410,1999,
2932,1,6412,6411,1996,
2933,1,6414,6413,2006,
2934,1,6416,6417,1993,
2935,1,6419,6418,1994,
2936,1,6420,6421,1993,
2937,1,6423,6422,2007,2023
2938,1,6425,6424,1998,
2939,1,6426,6427,1989,
2940,1,6428,6429,1997,
2941,1,6430,6431,1989,
2942,1,6433,6432,1989,
2943,1,6434,6435,2001,
2944,1,6437,6436,1979,
2945,1,6438,6439,1986,
2946,1,6441,6440,1989,
2947,1,6442,6443,1986,2013
2948,1,6444,6445,1989,
2949,1,6447,6446,1983,
2950,1,6450,6451,1993,
2951,1,6453,6452,1990,
2952,1,6455,6454,1983,
2953,1,6457,6456,1987,
2954,1,6460,6459,1996,
2955,1,6462,6461,1997,
2956,1,6464,6463,1989,
2957,1,6465,6466,1985,
2958,1,6467,6468,2000,
2959,1,6470,6469,1982,
2960,1,6471,6472,1984,
2961,1,6474,6473,1984,
2962,1,6476,6475,1984,
2963,1,6477,6478,1985,
2964,1,6479,6480,1982,
2965,1,6481,6482,1983,
2966,1,6483,6484,1993,
2967,1,6485,6486,2000,
2968,1,6487,6488,1999,2027
2969,1,6489,6490,1980,
2970,1,6492,6491,1993,
2971,1,6493,6494,1987,2012
2972,1,6496,6495,1986,
2973,1,6497,6498,1986,
2974,1,6500,6499,1982,
2975,1,6501,6502,1997,
2976,1,6504,6505,1991,
2977,1,6507,6506,1988,
2978,1,6509,6508,2009,
2979,1,6511,6510,2001,
2980,1,6512,6513,1995,
2981,1,6514,6515,1999,
2982,1,6517,6518,1997,
2983,1,6519,6520,1995,
2984,1,6521,6522,2001,
2985,1,6523,6524,1993,
2986,1,6525,6526,1999,
2987,1,6529,6528,1992,
2988,1,6530,6531,1992,2022
2989,1,6532,6533,2001,
2990,1,6535,6534,2003,
2991,1,6536,6537,1990,
2992,1,6538,6539,1991,
2993,1,6541,6540,1987,
2994,1,6542,6543,1988,
2995,1,6545,6544,1988,
2996,1,6546,6547,1980,
2997,1,6548,6549,1991,
2998,1,6554,6553,1975,
2999,1,6555,6556,1963,1971
3000,1,6558,6557,1992,
3001,1,6559,6560,1986,
3002,1,6562,6561,1979,
3003,1,6563,6564,1988,
3004,1,6565,6566,1982,1992
3005,1,6569,6568,1983,
3006,1,6571,6570,1988,
3007,1,6572,6573,1988,
3008,1,6574,6575,1975,
3009,1,6576,6577,1989,
3010,1,6578,6579,1984,2002
3011,1,6580,6581,1980,
3012,1,6585,6584,1992,
3013,1,6587,6586,1994,
3014,1,6589,6588,2000,
3015,1,6590,6591,1997,
3016,1,6597,6596,2001,
3017,1,6598,6599,1986,
3018,1,6601,6600,1998,2003
3019,1,6603,6602,1987,
3020,1,6604,6605,1983,
3021,1,6606,6607,1985,
3022,1,6609,6608,1993,2020
3023,1,6610,6611,2000,
3024,1,6612,6613,1993,
3025,1,6615,6616,2012,
3026,1,6618,6619,2007,
3027,1,6620,6621,2002,
3028,1,6623,6622,2014,
3029,1,6625,6624,2011,
3030,1,6628,6627,1994,
3031,1,6630,6629,1993,
3032,1,6631,6632,2001,
3033,1,6633,6634,2004,2017
3034,1,6636,6635,1998,
3035,1,6637,6638,1991,
3036,1,6640,6639,1996,
3037,1,6642,6641,1991,
3038,1,6643,6644,2017,
3039,1,6645,6646,2002,
3040,1,6648,6647,1997,
3041,1,6650,6651,1986,2001
3042,1,6653,6652,1998,
3043,1,6657,6658,2000,
3044,1,6660,6659,1989,
3045,1,6664,6663,1995,
3046,1,6665,6666,2001,
3047,1,6667,6668,2012,2019
3048,1,6669,6670,2008,
3049,1,6672,6671,2018,
3050,1,6674,6673,2012,2029
3051,1,6676,6675,2015,
3052,1,6677,6678,2026,
3053,1,6679,6680,2009,
3054,1,6681,6682,2010,
3055,1,6683,6684,2002,
3056,1,6686,6685,1994,
3057,1,6687,6688,2004,
3058,1,6689,6690,1993,
3059,1,6692,6691,2016,
3060,1,6694,6693,2017,
3061,1,6696,6695,2005,
3062,1,6698,6697,2013,
3063,1,6699,6700,2000,
3064,1,6702,6701,2013,
3065,1,6705,6706,2012,2042
3066,1,6709,6708,2024,2054
3067,1,6712,6711,2011,
3068,1,6713,6714,2009,
3069,1,6716,6715,2005,
3070,1,6717,6718,2006,
3071,1,6719,6720,2003,
3072,1,6723,6722,2021,
3073,1,6725,6724,2011,
3074,1,6728,6727,2008,
3075,1,6730,6729,1998,
3076,1,6731,6732,1984,
3077,1,6733,6734,1980,
3078,1,6737,6736,1980,
3079,1,6738,6739,1986,
3080,1,6740,6741,1993,
3081,1,6742,6743,1990,
3082,1,6745,6744,1998,
3083,1,6747,6748,1984,2016
3084,1,6749,6750,1987,1995
3085,1,6752,6753,1984,
3086,1,6755,6754,1984,
3087,1,6756,6757,1990,
3088,1,6758,6759,1985,
3089,1,6761,6760,1988,
3090,1,6763,6762,1981,1996
3091,1,6765,6764,1988,
3092,1,6766,6767,1990,
3093,1,6768,6769,1982,
3094,1,6770,6771,1991,
3095,1,6773,6772,1989,
3096,1,6775,6774,1987,2020
3097,1,6776,6777,1985,
3098,1,6779,6778,1986,
3099,1,6781,6780,1994,
3100,1,6782,6783,1991,
3101,1,6784,6785,2000,
3102,1,6786,6787,2005,
3103,1,6788,6789,1999,
3104,1,6790,6791,1998,
3105,1,6794,6793,2001,2019
3106,1,6796,6795,1995,
3107,1,6798,6797,1989,
3108,1,6800,6799,2004,
3109,1,6801,6802,2017,
3110,1,6805,6804,2002,
3111,1,6806,6807,1988,
3112,1,6808,6809,1982,1990
3113,1,6810,6811,1986,
3114,1,6813,6812,1984,
3115,1,6815,6814,1979,
3116,1,6816,6817,1982,
3117,1,6818,6819,1980,
3118,1,6820,6821,1992,
3119,1,6823,6822,1983,
3120,1,6825,6824,1988,2022
3121,1,6827,6828,1985,
3122,1,6829,6830,1986,
3123,1,6831,6832,1989,
3124,1,6833,6834,2012,
3125,1,6835,6836,2001,
3126,1,6838,6837,2007,
3127,1,6839,6840,2008,
3128,1,6842,6841,1994,
3129,1,6843,6844,2007,
3130,1,6845,6846,2003,
3131,1,6847,6848,1991,
3132,1,6849,6850,2003,
3133,1,6852,6851,2002,
3134,1,6855,6854,1990,
3135,1,6856,6857,1993,
3136,1,6860,6859,1999,
3137,1,6862,6861,2004,
3138,1,6865,6864,2004,
3139,1,6867,6866,2009,
3140,1,6869,6868,2003,
3141,1,6871,6870,1999,
3142,1,6872,6873,2011,
3143,1,6875,6874,2007,
3144,1,6876,6877,2027,2060
3145,1,6878,6879,2038,
3146,1,6880,6881,2026,
3147,1,6882,6883,2030,
3148,1,6885,6884,2035,
3149,1,6886,6887,2019,
3150,1,6888,6889,2003,
3151,1,6890,6891,2003,2009
3152,1,6893,6892,2018,
3153,1,6894,6895,2020,
3154,1,6897,6896,2021,
3155,1,6898,6899,2018,
3156,1,6902,6901,2004,2012
3157,1,6903,6904,2000,
3158,1,6905,6906,2023,
3159,1,6907,6908,2022,
3160,1,6909,6910,2013,
3161,1,6911,6912,2002,
3162,1,6914,6913,2002,
3163,1,6915,6916,2030,2060
3164,1,6918,6917,2015,
3165,1,6920,6919,2024,
3166,1,6921,6922,2025,
3167,1,6924,6923,2011,
3168,1,6926,6925,2013,
3169,1,6927,6928,2016,
3170,1,6929,6930,2015,
3171,1,6931,6932,2017,
3172,1,6934,6933,2007,
3173,1,6936,6935,1996,
3174,1,6937,6938,1998,
3175,1,6940,6939,1991,
3176,1,6942,6943,1995,
3177,1,6944,6945,1982,
3178,1,6946,6947,1991,
3179,1,6949,6948,1983,1992
3180,1,6952,6951,2003,
3181,1,6953,6954,1988,
3182,1,6955,6956,1982,2012
3183,1,6958,6957,1998,
3184,1,6959,6960,1994,
3185,1,6961,6962,1990,
3186,1,6964,6963,1997,2027
3187,1,6966,6965,2004,
3188,1,6968,6967,1998,
3189,1,6971,6970,1997,
3190,1,6974,6973,1974,
3191,1,6976,6975,1983,
3192,1,6978,6977,1974,2001
3193,1,6980,6979,2002,2013
3194,1,6981,6982,2003,
3195,1,6984,6983,1998,
3196,1,6985,6986,1995,
3197,1,6989,6988,2002,
3198,1,6990,6991,1993,
3199,1,6992,6993,1988,
3200,1,6995,6994,2004,
3201,1,6997,6996,1996,
3202,1,6999,6998,1997,
3203,1,7001,7000,1994,
3204,1,7003,7002,2007,
3205,1,7004,7005,2012,
3206,1,7008,7007,2014,
3207,1,7010,7009,2013,
3208,1,7013,7012,2016,
3209,1,7016,7015,2020,
3210,1,7017,7018,2025,
3211,1,7019,7020,2014,
3212,1,7022,7021,2021,2042
3213,1,7024,7023,2002,
3214,1,7026,7025,2011,
3215,1,7027,7028,2015,
3216,1,7030,7029,2021,
3217,1,7033,7032,2025,
3218,1,7034,7035,2009,
3219,1,7037,7036,2022,
3220,1,7038,7039,2019,
3221,1,7040,7041,2010,
3222,1,7042,7043,2011,
3223,1,7044,7045,2016,
3224,1,7046,7047,2010,
3225,1,7050,7049,2008,
3226,1,7052,7051,2008,
3227,1,7053,7054,2018,
3228,1,7056,7055,2008,
3229,1,7058,7057,2008,
3230,1,7059,7060,2000,
3231,1,7062,7061,1993,
3232,1,7063,7064,2020,
3233,1,7066,7065,2008,
3234,1,7068,7067,2009,
3235,1,7069,7070,2006,
3236,1,7072,7071,2018,
3237,1,7074,7073,2003,
3238,1,7076,7075,2013,
3239,1,7077,7078,2011,
3240,1,7080,7081,2015,
3241,1,7083,7082,2002,
3242,1,7085,7084,2013,
3243,1,7086,7087,2004,2035
3244,1,7088,7089,2005,
3245,1,7092,7091,2010,
3246,1,7094,7093,2021,
3247,1,7095,7096,2013,2035
3248,1,7098,7097,2004,
3249,1,7100,7099,2010,
3250,1,7102,7101,2007,
3251,1,7104,7103,2005,
3252,1,7107,7106,2009,2023
3253,1,7108,7109,2003,
3254,1,7112,7111,1994,2010
3255,1,7113,7114,1993,
3256,1,7115,7116,1989,
3257,1,7117,7118,1994,
3258,1,7120,7119,1993,
3259,1,7122,7121,1994,2004
3260,1,7123,7124,1995,
3261,1,7126,7125,2006,
3262,1,7128,7127,1999,
3263,1,7131,7130,1991,
3264,1,7133,7132,1998,
3265,1,7134,7135,1992,
3266,1,7138,7137,1992,
3267,1,7140,7139,1988,
3268,1,7141,7142,1995,
3269,1,7143,7144,1990,
3270,1,7147,7146,2008,
3271,1,7148,7149,2001,
3272,1,7150,7151,1997,
3273,1,7153,7152,1995,2000
3274,1,7154,7155,1999,
